code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,No_of_Clicks,Score,final_result
BBB,2013B,534086,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,220,N,2,18,Withdrawn
BBB,2013B,535605,F,East Midlands Region,Lower Than A Level,30-40%,35-55,0,220,Y,2,68,Withdrawn
BBB,2013B,536243,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,220,N,1,71,Withdrawn
BBB,2013B,537259,M,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,1,25,Fail
BBB,2013B,538897,F,London Region,A Level or Equivalent,30-40%,35-55,0,120,N,1,83,Pass
BBB,2013B,539572,F,London Region,Lower Than A Level,30-40%,0-35,0,220,N,1,78,Withdrawn
BBB,2013B,542745,F,East Anglian Region,HE Qualification,30-40%,35-55,0,60,N,1,75,Pass
BBB,2013B,544408,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,1,76,Pass
BBB,2013B,546749,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,5,62,Pass
BBB,2013B,547902,F,Ireland,Lower Than A Level,30-40%,0-35,0,120,N,1,64,Pass
BBB,2013B,548307,F,London Region,A Level or Equivalent,30-40%,0-35,0,180,N,5,58,Pass
BBB,2013B,548924,F,East Anglian Region,HE Qualification,30-40%,0-35,0,120,N,2,72,Pass
BBB,2013B,549907,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,1,80,Pass
BBB,2013B,552667,M,East Anglian Region,Lower Than A Level,30-40%,35-55,0,60,N,1,83,Pass
BBB,2013B,553125,F,South East Region,A Level or Equivalent,30-40%,35-55,0,120,N,4,67,Pass
BBB,2013B,553840,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,N,1,78,Pass
BBB,2013B,554344,F,Scotland,Lower Than A Level,30-40%,0-35,0,60,N,1,72,Pass
BBB,2013B,554374,F,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,19,81,Pass
BBB,2013B,555675,F,Yorkshire Region,HE Qualification,30-40%,0-35,0,60,N,1,68,Pass
BBB,2013B,557827,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,120,N,2,80,Pass
BBB,2013B,558602,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,4,79,Pass
BBB,2013B,558769,F,Scotland,Lower Than A Level,30-40%,0-35,1,120,N,22,78,Pass
BBB,2013B,561166,F,South East Region,A Level or Equivalent,30-40%,35-55,0,60,N,1,75,Pass
BBB,2013B,565870,F,North Western Region,HE Qualification,30-40%,35-55,0,120,N,2,75,Pass
BBB,2013B,1574398,F,Scotland,A Level or Equivalent,30-40%,35-55,2,120,N,2,73,Pass
BBB,2013B,2322342,F,South West Region,HE Qualification,30-40%,35-55,1,120,N,1,80,Pass
BBB,2013B,2470672,F,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,5,85,Pass
BBB,2013B,2498299,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,4,75,Pass
BBB,2013B,2517864,F,South West Region,HE Qualification,30-40%,35-55,0,90,N,1,80,Pass
BBB,2013B,2541120,F,South Region,A Level or Equivalent,30-40%,35-55,0,120,Y,1,65,Pass
BBB,2013B,2608453,F,Scotland,Lower Than A Level,30-40%,35-55,1,120,N,2,50,Pass
BBB,2013J,57079,F,London Region,Lower Than A Level,30-40%,35-55,0,60,N,1,85,Pass
BBB,2013J,128386,M,South Region,Lower Than A Level,30-40%,35-55,1,120,N,1,80,Pass
BBB,2013J,161491,F,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,1,69,Pass
BBB,2013J,179254,F,South East Region,Lower Than A Level,30-40%,0-35,0,60,N,1,79,Pass
BBB,2013J,193215,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,2,62,Pass
BBB,2013J,202879,F,East Anglian Region,Lower Than A Level,30-40%,0-35,1,120,N,1,74,Pass
BBB,2013J,227416,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,3,80,Pass
BBB,2013J,277537,M,North Western Region,Lower Than A Level,30-40%,35-55,0,60,N,3,70,Pass
BBB,2013J,293760,F,Ireland,Lower Than A Level,30-40%,0-35,0,60,N,2,74,Pass
BBB,2013J,336646,F,South West Region,Lower Than A Level,30-40%,0-35,1,120,N,5,63,Pass
BBB,2013J,349675,F,Scotland,HE Qualification,30-40%,35-55,0,120,N,6,66,Pass
BBB,2013J,382575,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,1,195,N,4,60,Pass
BBB,2013J,388432,F,Wales,Lower Than A Level,30-40%,0-35,0,60,N,1,77,Pass
BBB,2013J,396114,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,Y,1,70,Pass
BBB,2013J,465730,F,Wales,A Level or Equivalent,30-40%,0-35,0,120,Y,1,67,Pass
BBB,2013J,475241,F,Scotland,Lower Than A Level,30-40%,0-35,0,60,N,1,85,Pass
BBB,2013J,478718,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,1,65,Pass
BBB,2013J,493999,F,South East Region,Lower Than A Level,30-40%,35-55,0,60,N,2,69,Pass
BBB,2013J,496764,F,Yorkshire Region,No Formal quals,30-40%,0-35,0,120,N,1,83,Pass
BBB,2013J,509236,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,2,57,Pass
BBB,2013J,522894,F,Scotland,HE Qualification,30-40%,35-55,0,60,N,2,74,Pass
BBB,2013J,528056,F,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,1,70,Pass
BBB,2013J,532750,F,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,1,73,Pass
BBB,2013J,542707,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,3,68,Pass
BBB,2013J,549445,F,Ireland,Lower Than A Level,30-40%,35-55,0,60,N,4,77,Pass
BBB,2013J,552399,F,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,5,75,Pass
BBB,2013J,560030,F,London Region,Lower Than A Level,30-40%,0-35,0,60,N,1,80,Pass
BBB,2013J,564898,F,South East Region,A Level or Equivalent,30-40%,0-35,0,120,N,1,75,Pass
BBB,2013J,567160,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,N,1,88,Pass
BBB,2013J,569334,F,South Region,A Level or Equivalent,30-40%,0-35,0,120,N,1,75,Pass
BBB,2013J,572277,M,Scotland,A Level or Equivalent,30-40%,0-35,1,60,N,1,79,Pass
BBB,2013J,573275,F,Wales,Lower Than A Level,30-40%,0-35,0,60,N,9,93,Pass
BBB,2013J,575100,F,London Region,Lower Than A Level,30-40%,0-35,0,60,N,4,75,Pass
BBB,2013J,577096,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,Y,1,89,Pass
BBB,2013J,579575,F,Ireland,Lower Than A Level,30-40%,0-35,0,60,N,1,83,Pass
BBB,2013J,580646,F,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,8,79,Pass
BBB,2013J,581027,F,Wales,Lower Than A Level,30-40%,0-35,0,60,N,1,80,Pass
BBB,2013J,581038,F,East Midlands Region,Lower Than A Level,30-40%,0-35,1,60,N,1,80,Pass
BBB,2013J,586145,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,1,60,Pass
BBB,2013J,588883,F,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,1,85,Pass
BBB,2013J,590667,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,1,67,Pass
BBB,2013J,591410,F,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,N,2,81,Pass
BBB,2013J,594456,F,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,1,74,Pass
BBB,2013J,594529,F,Yorkshire Region,Lower Than A Level,30-40%,35-55,1,120,N,1,73,Pass
BBB,2013J,595241,M,South West Region,Lower Than A Level,30-40%,0-35,0,90,N,1,77,Pass
BBB,2013J,595877,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,2,64,Pass
BBB,2013J,596677,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,1,83,Pass
BBB,2013J,597102,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,1,67,Pass
BBB,2013J,600684,F,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,3,83,Pass
BBB,2013J,601551,F,London Region,Lower Than A Level,30-40%,0-35,0,120,N,3,74,Pass
BBB,2013J,602324,F,Scotland,HE Qualification,30-40%,0-35,0,60,N,1,74,Pass
BBB,2013J,604731,F,London Region,Lower Than A Level,30-40%,0-35,0,60,N,1,60,Pass
BBB,2013J,605594,F,London Region,Lower Than A Level,30-40%,0-35,1,60,N,9,68,Pass
BBB,2013J,606450,F,Ireland,Lower Than A Level,30-40%,35-55,0,60,N,2,79,Pass
BBB,2013J,609764,M,Scotland,Lower Than A Level,30-40%,0-35,0,60,N,1,75,Pass
BBB,2013J,609804,M,Scotland,HE Qualification,30-40%,35-55,0,150,N,2,75,Pass
BBB,2013J,610423,M,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,4,93,Pass
BBB,2013J,612658,F,South East Region,HE Qualification,30-40%,0-35,0,60,N,5,79,Pass
BBB,2013J,1939695,F,Scotland,Lower Than A Level,30-40%,35-55,0,60,Y,2,88,Pass
BBB,2013J,1998790,M,Wales,A Level or Equivalent,30-40%,35-55,0,60,N,5,80,Pass
BBB,2013J,2147687,F,South West Region,Lower Than A Level,30-40%,35-55,0,60,N,3,70,Pass
BBB,2013J,2187146,F,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,9,73,Pass
BBB,2013J,2211448,F,London Region,Lower Than A Level,30-40%,0-35,0,60,N,3,80,Pass
BBB,2013J,2625315,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,220,N,3,75,Withdrawn
BBB,2014B,553807,F,South East Region,Lower Than A Level,30-40%,35-55,0,220,N,4,71,Withdrawn
AAA,2013J,231554,M,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,3,70,Pass
AAA,2013J,279572,M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,2,74,Pass
AAA,2013J,295741,M,South East Region,A Level or Equivalent,40-50%,35-55,0,120,Y,1,49,Fail
AAA,2013J,302302,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,120,N,2,63,Fail
AAA,2013J,420087,M,Scotland,A Level or Equivalent,40-50%,0-35,1,120,N,5,63,Pass
AAA,2013J,1465690,M,West Midlands Region,HE Qualification,40-50%,35-55,0,60,N,2,58,Fail
AAA,2013J,1860318,M,South West Region,Lower Than A Level,40-50%,35-55,0,120,N,6,66,Pass
AAA,2013J,2164705,F,North Western Region,A Level or Equivalent,40-50%,0-35,1,195,N,4,60,Pass
AAA,2013J,2339528,F,London Region,Lower Than A Level,40-50%,0-35,0,220,N,1,71,Withdrawn
AAA,2013J,2498700,F,North Western Region,Lower Than A Level,40-50%,0-35,0,220,Y,2,69,Withdrawn
AAA,2013J,2620584,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,1,220,N,1,71,Withdrawn
AAA,2013J,2689958,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,220,Y,1,67,Withdrawn
AAA,2014J,111512,M,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,2,47,Fail
AAA,2014J,228021,M,Scotland,A Level or Equivalent,40-50%,35-55,1,220,N,6,62,Withdrawn
AAA,2014J,248581,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,1,77,Pass
AAA,2014J,574505,F,West Midlands Region,HE Qualification,40-50%,0-35,0,220,N,3,71,Withdrawn
AAA,2014J,2045084,M,North Western Region,HE Qualification,40-50%,35-55,1,120,Y,2,53,Fail
AAA,2014J,2404408,F,South West Region,Lower Than A Level,40-50%,35-55,1,220,N,1,71,Withdrawn
BBB,2013B,58089,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,1,33,Fail
BBB,2013B,74695,F,North Region,Lower Than A Level,40-50%,0-35,0,60,N,1,45,Fail
BBB,2013B,78645,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,Y,1,70,Pass
BBB,2013B,117071,M,London Region,A Level or Equivalent,40-50%,35-55,0,120,Y,1,67,Pass
BBB,2013B,173335,F,North Western Region,Lower Than A Level,40-50%,0-35,0,220,Y,1,65,Withdrawn
BBB,2013B,186670,F,Yorkshire Region,HE Qualification,40-50%,35-55,0,60,N,1,85,Pass
BBB,2013B,235097,F,North Western Region,Lower Than A Level,40-50%,0-35,0,220,N,1,71,Withdrawn
BBB,2013B,262454,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,1,65,Pass
BBB,2013B,263499,F,Ireland,Lower Than A Level,40-50%,35-55,0,220,N,4,83,Withdrawn
BBB,2013B,313810,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,2,69,Pass
BBB,2013B,334291,F,South West Region,Lower Than A Level,40-50%,0-35,0,220,N,1,37,Withdrawn
BBB,2013B,335421,F,South West Region,A Level or Equivalent,40-50%,0-35,0,220,N,7,50,Withdrawn
BBB,2013B,341229,F,Wales,Lower Than A Level,40-50%,0-35,0,220,N,1,71,Withdrawn
BBB,2013B,341509,F,South Region,A Level or Equivalent,40-50%,0-35,0,220,N,2,18,Withdrawn
BBB,2013B,350795,M,East Midlands Region,Lower Than A Level,40-50%,35-55,0,220,Y,2,68,Withdrawn
BBB,2013B,351290,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,220,N,1,71,Withdrawn
BBB,2013B,355998,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,1,25,Fail
BBB,2013B,395229,F,South Region,Lower Than A Level,40-50%,0-35,0,120,N,1,83,Pass
BBB,2013B,400049,F,London Region,A Level or Equivalent,40-50%,0-35,0,220,N,1,78,Withdrawn
BBB,2013B,403093,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,1,75,Pass
BBB,2013B,417462,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,1,76,Pass
BBB,2013B,441255,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,5,62,Pass
BBB,2013B,473095,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,1,64,Pass
BBB,2013B,475901,F,North Region,Lower Than A Level,40-50%,0-35,0,180,N,5,58,Pass
BBB,2013B,481143,F,North Western Region,Lower Than A Level,40-50%,0-35,0,120,N,2,72,Pass
BBB,2013B,486282,F,South West Region,Lower Than A Level,40-50%,0-35,0,60,N,1,80,Pass
BBB,2013B,490152,F,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,1,83,Pass
BBB,2013B,500836,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,4,67,Pass
BBB,2013B,501432,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,1,78,Pass
BBB,2013B,502088,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,1,72,Pass
BBB,2013B,509768,F,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,19,81,Pass
BBB,2013B,509926,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,N,1,68,Pass
BBB,2013B,512929,F,Wales,A Level or Equivalent,40-50%,35-55,0,120,N,2,80,Pass
BBB,2013B,524171,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,4,79,Pass
BBB,2013B,528261,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,1,120,N,22,78,Pass
BBB,2013B,530153,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,1,75,Pass
BBB,2013B,533969,F,North Western Region,Lower Than A Level,40-50%,0-35,0,120,N,2,75,Pass
BBB,2013B,534652,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,2,120,N,2,73,Pass
BBB,2013B,534744,F,North Western Region,Lower Than A Level,40-50%,0-35,1,120,N,1,80,Pass
BBB,2013B,536050,F,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,5,85,Pass
BBB,2013B,539710,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,4,75,Pass
BBB,2013B,541013,F,Scotland,HE Qualification,40-50%,35-55,0,90,N,1,80,Pass
BBB,2013B,546455,M,Wales,A Level or Equivalent,40-50%,35-55,0,120,Y,1,65,Pass
BBB,2013B,551282,F,London Region,HE Qualification,40-50%,0-35,1,120,N,2,50,Pass
BBB,2013B,552039,F,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,1,85,Pass
BBB,2013B,552749,M,Scotland,HE Qualification,40-50%,35-55,1,120,N,1,80,Pass
BBB,2013B,554139,F,Scotland,HE Qualification,40-50%,0-35,0,60,N,1,69,Pass
BBB,2013B,557145,F,South West Region,A Level or Equivalent,40-50%,35-55,0,60,N,1,79,Pass
BBB,2013B,558042,F,Yorkshire Region,HE Qualification,40-50%,35-55,0,60,N,2,62,Pass
BBB,2013B,558099,F,South East Region,A Level or Equivalent,40-50%,35-55,1,120,N,1,74,Pass
BBB,2013B,558373,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,3,80,Pass
BBB,2013B,558435,F,Wales,HE Qualification,40-50%,0-35,0,60,N,3,70,Pass
BBB,2013B,559808,F,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,2,74,Pass
BBB,2013B,1789199,F,Yorkshire Region,Lower Than A Level,40-50%,35-55,1,120,N,5,63,Pass
BBB,2013B,2205383,F,North Western Region,A Level or Equivalent,40-50%,35-55,0,120,N,6,66,Pass
BBB,2013B,2442685,M,East Anglian Region,Lower Than A Level,40-50%,0-35,1,195,N,4,60,Pass
BBB,2013B,2483179,F,Wales,Lower Than A Level,40-50%,0-35,0,60,N,1,77,Pass
BBB,2013B,2518653,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,Y,1,70,Pass
BBB,2013B,2560219,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,Y,1,67,Pass
BBB,2013B,2569163,F,Yorkshire Region,HE Qualification,40-50%,35-55,0,60,N,1,85,Pass
BBB,2013B,2664301,F,South West Region,A Level or Equivalent,40-50%,35-55,0,60,N,1,65,Pass
BBB,2013J,27759,M,North Western Region,Lower Than A Level,40-50%,35-55,0,60,N,2,69,Pass
BBB,2013J,138289,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,120,N,1,83,Pass
BBB,2013J,139549,F,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,2,57,Pass
BBB,2013J,195938,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,2,74,Pass
BBB,2013J,248653,M,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,1,70,Pass
BBB,2013J,265170,F,Wales,A Level or Equivalent,40-50%,0-35,0,120,N,1,73,Pass
BBB,2013J,287309,F,South West Region,Lower Than A Level,40-50%,0-35,0,60,N,3,68,Pass
BBB,2013J,290089,M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,4,77,Pass
BBB,2013J,293712,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,5,75,Pass
BBB,2013J,383571,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,1,80,Pass
BBB,2013J,385040,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,1,75,Pass
BBB,2013J,398067,F,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,1,88,Pass
BBB,2013J,410357,F,South Region,Lower Than A Level,40-50%,0-35,0,120,N,1,75,Pass
BBB,2013J,487214,F,Ireland,Lower Than A Level,40-50%,0-35,1,60,N,1,79,Pass
BBB,2013J,508422,M,Ireland,Lower Than A Level,40-50%,35-55,0,60,N,9,93,Pass
BBB,2013J,525885,F,South East Region,HE Qualification,40-50%,0-35,0,60,N,4,75,Pass
BBB,2013J,526088,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,Y,1,89,Pass
BBB,2013J,530021,F,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,1,83,Pass
BBB,2013J,536660,F,Ireland,Lower Than A Level,40-50%,0-35,0,120,N,8,79,Pass
BBB,2013J,536852,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,1,80,Pass
BBB,2013J,545200,F,North Western Region,A Level or Equivalent,40-50%,35-55,1,60,N,1,80,Pass
BBB,2013J,545297,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,1,60,Pass
BBB,2013J,561549,F,North Region,HE Qualification,40-50%,35-55,0,120,N,1,85,Pass
BBB,2013J,564792,M,Ireland,A Level or Equivalent,40-50%,0-35,0,60,N,1,67,Pass
BBB,2013J,566346,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,2,81,Pass
BBB,2013J,567033,F,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,1,74,Pass
BBB,2013J,568533,F,North Western Region,Lower Than A Level,40-50%,0-35,1,120,N,1,73,Pass
BBB,2013J,570287,F,Ireland,Lower Than A Level,40-50%,0-35,0,90,N,1,77,Pass
BBB,2013J,572514,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,2,64,Pass
BBB,2013J,574065,F,Ireland,A Level or Equivalent,40-50%,0-35,0,60,N,1,83,Pass
BBB,2013J,574648,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,1,67,Pass
BBB,2013J,575281,F,South Region,Lower Than A Level,40-50%,0-35,0,60,N,3,83,Pass
BBB,2013J,575982,M,Wales,A Level or Equivalent,40-50%,35-55,0,120,N,3,74,Pass
BBB,2013J,577692,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,1,74,Pass
BBB,2013J,578362,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,1,60,Pass
BBB,2013J,581431,F,Ireland,Lower Than A Level,40-50%,0-35,1,60,N,9,68,Pass
BBB,2013J,583113,F,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,2,79,Pass
BBB,2013J,585074,F,London Region,Lower Than A Level,40-50%,35-55,0,60,N,1,75,Pass
BBB,2013J,585406,F,Scotland,Lower Than A Level,40-50%,35-55,0,150,N,2,75,Pass
BBB,2013J,586490,F,South West Region,Lower Than A Level,40-50%,0-35,0,60,N,4,93,Pass
BBB,2013J,586720,M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,5,79,Pass
BBB,2013J,587223,F,South West Region,A Level or Equivalent,40-50%,35-55,0,60,Y,2,88,Pass
BBB,2013J,590360,F,Ireland,Lower Than A Level,40-50%,0-35,0,60,N,5,80,Pass
BBB,2013J,590867,M,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,3,70,Pass
BBB,2013J,591591,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,9,73,Pass
BBB,2013J,593513,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,2,47,Fail
BBB,2013J,593514,M,South East Region,A Level or Equivalent,40-50%,0-35,1,220,N,6,62,Withdrawn
BBB,2013J,595010,F,London Region,Lower Than A Level,40-50%,0-35,0,60,N,1,77,Pass
BBB,2013J,596847,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,220,N,3,71,Withdrawn
BBB,2013J,597582,F,South West Region,Lower Than A Level,40-50%,35-55,1,120,Y,2,53,Fail
BBB,2013J,598883,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,1,220,N,1,71,Withdrawn
BBB,2013J,599640,F,South Region,Lower Than A Level,40-50%,35-55,0,60,N,1,33,Fail
BBB,2013J,599840,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,60,N,1,45,Fail
BBB,2013J,603912,F,Yorkshire Region,Lower Than A Level,40-50%,35-55,0,60,Y,1,70,Pass
BBB,2013J,605309,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,Y,1,67,Pass
BBB,2013J,606562,F,South Region,HE Qualification,40-50%,0-35,0,220,Y,1,65,Withdrawn
BBB,2013J,606762,F,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,1,85,Pass
BBB,2013J,607699,F,London Region,A Level or Equivalent,40-50%,0-35,0,220,N,1,71,Withdrawn
BBB,2013J,610740,F,Wales,Lower Than A Level,40-50%,0-35,0,60,N,1,65,Pass
BBB,2013J,610751,F,Wales,A Level or Equivalent,40-50%,35-55,0,220,N,4,83,Withdrawn
BBB,2013J,611383,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,2,69,Pass
BBB,2013J,613160,F,Ireland,A Level or Equivalent,40-50%,0-35,0,220,N,1,37,Withdrawn
BBB,2013J,613164,F,Ireland,A Level or Equivalent,40-50%,35-55,0,220,N,7,50,Withdrawn
BBB,2013J,613175,F,Ireland,A Level or Equivalent,40-50%,0-35,0,220,N,1,71,Withdrawn
BBB,2013J,2164944,F,South Region,Lower Than A Level,40-50%,35-55,0,220,N,2,18,Withdrawn
BBB,2013J,2294490,F,Scotland,HE Qualification,40-50%,0-35,0,220,Y,2,68,Withdrawn
BBB,2013J,2382253,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,220,N,1,71,Withdrawn
BBB,2013J,2421929,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,1,25,Fail
BBB,2013J,2540724,M,South Region,HE Qualification,40-50%,35-55,0,120,N,1,83,Pass
BBB,2014B,560117,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,220,N,1,78,Withdrawn
BBB,2014B,610802,F,Wales,A Level or Equivalent,40-50%,35-55,2,60,Y,1,100,Fail
BBB,2014B,1866742,F,South West Region,Lower Than A Level,40-50%,0-35,1,60,N,5,40,Fail
BBB,2014B,2626410,F,Wales,A Level or Equivalent,40-50%,35-55,0,60,N,2,45,Fail
BBB,2014J,577965,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,120,N,1,55,Fail
BBB,2014J,585074,F,London Region,Lower Than A Level,40-50%,35-55,0,60,N,2,61,Fail
BBB,2014J,586516,F,South East Region,A Level or Equivalent,40-50%,35-55,1,120,N,1,69,Fail
AAA,2013J,185439,M,London Region,HE Qualification,50-60%,0-35,2,120,N,4,51,Fail
AAA,2013J,187100,M,South East Region,A Level or Equivalent,50-60%,35-55,1,120,N,1,71,Fail
AAA,2013J,268073,M,East Anglian Region,A Level or Equivalent,50-60%,35-55,1,180,N,1,68,Fail
AAA,2013J,334259,F,London Region,A Level or Equivalent,50-60%,0-35,0,120,Y,1,49,Fail
AAA,2013J,344282,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,120,N,2,63,Fail
AAA,2013J,346843,F,Scotland,HE Qualification,50-60%,35-55,0,60,N,2,58,Fail
AAA,2013J,357668,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,2,47,Fail
AAA,2013J,368824,M,Wales,HE Qualification,50-60%,35-55,1,120,Y,2,53,Fail
AAA,2013J,1414443,F,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,60,N,1,33,Fail
AAA,2013J,2412002,M,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,1,45,Fail
AAA,2013J,2676809,F,North Region,HE Qualification,50-60%,0-35,0,60,N,1,25,Fail
AAA,2014J,185350,M,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,60,N,1,65,Fail
AAA,2014J,258587,M,South West Region,A Level or Equivalent,50-60%,35-55,0,120,N,1,64,Fail
AAA,2014J,377546,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,2,63,Fail
AAA,2014J,388147,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,1,49,Fail
AAA,2014J,537081,F,Scotland,HE Qualification,50-60%,0-35,0,60,N,3,45,Fail
AAA,2014J,2207874,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,1,44,Fail
AAA,2014J,2470694,F,Scotland,HE Qualification,50-60%,55<=,0,60,Y,1,55,Fail
